,Assay_name,Assay_type,Description,l1,l2,l3,l4,Source,Note
2321,T104471,BioChemical,Hepatocyte nuclear factor 4-gamma,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group A,Chembl,transcription factor  nuclear receptor  nr2  nr2a  nr2a2
2322,T104472,BioChemical,Nuclear receptor subfamily 2 group C member 1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group C,Chembl,transcription factor  nuclear receptor  nr2  nr2c  nr2c1
2323,T104473,BioChemical,Nuclear receptor subfamily 2 group E member 1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group E,Chembl,transcription factor  nuclear receptor  nr2  nr2e  nr2e1
2324,T104474,BioChemical,COUP transcription factor 1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group F,Chembl,transcription factor  nuclear receptor  nr2  nr2f  nr2f1
2325,T104475,BioChemical,COUP transcription factor 2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group F,Chembl,transcription factor  nuclear receptor  nr2  nr2f  nr2f2
2326,T104476,BioChemical,Nuclear receptor subfamily 2 group F member 6,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group F,Chembl,transcription factor  nuclear receptor  nr2  nr2f  nr2f6
2327,T104477,BioChemical,Nuclear receptor subfamily 4 group A member 3,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 4,Nuclear hormone receptor subfamily 4 group A,Chembl,transcription factor  nuclear receptor  nr4  nr4a  nr4a3
2328,T104478,BioChemical,Nuclear receptor subfamily 6 group A member 1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 6,Nuclear hormone receptor subfamily 6 group A,Chembl,transcription factor  nuclear receptor  nr6  nr6a  nr6a1
2329,T104483,BioChemical,Isocitrate dehydrogenase [NADP] cytoplasmic,Enzyme,,,,Chembl,enzyme
2330,T104484,BioChemical,DNA dC->dU-editing enzyme APOBEC-3F,Enzyme,,,,Chembl,enzyme
2331,T104486,BioChemical,Tyrosine-protein phosphatase non-receptor type 5,Enzyme,Phosphatase,Protein Phosphatase,Tyrosine protein phosphatase,Chembl,enzyme  phosphatase  protein phosphatase  tyr
2332,T104487,BioChemical,26S proteasome non-ATPase regulatory subunit 14,Enzyme,,,,Chembl,enzyme
2333,T104488,BioChemical,"ATP-binding cassette sub-family B member 6, mitochondrial",Transporter,Primary active transporter,ATP-binding cassette,ABCB subfamily,Chembl,transporter  ntpase  atp binding cassette  mdr
2334,T104492,BioChemical,Thioredoxin,Unclassified protein,,,,Chembl,unclassified
2335,T104493,BioChemical,EWS-Fli1 protein,Unclassified protein,,,,Chembl,unclassified
2336,T104494,BioChemical,ETS translocation variant 1,Unclassified protein,,,,Chembl,unclassified
2337,T104495,BioChemical,Pirin,Enzyme,,,,Chembl,enzyme
2338,T104496,BioChemical,DNA polymerase nu,Enzyme,,,,Chembl,enzyme
2339,T104499,BioChemical,C-X-C chemokine receptor type 7,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor,Chembl,membrane receptor  7tm1  peptide  chemokine receptor  cxc chemokine receptor
2340,T104502,BioChemical,ATP-dependent RNA helicase DDX1,Enzyme,,,,Chembl,enzyme
2341,T104507,BioChemical,Ubiquitin-like modifier-activating enzyme 5,Enzyme,,,,Chembl,enzyme
2342,T104508,BioChemical,NEDD8-activating enzyme E1 catalytic subunit,Enzyme,,,,Chembl,enzyme
2343,T104509,BioChemical,NEDD8-activating enzyme E1 regulatory subunit,Unclassified protein,,,,Chembl,unclassified
2344,T104515,BioChemical,von Willebrand factor,Unclassified protein,,,,Chembl,unclassified
2345,T104516,BioChemical,Sphingolipid delta(4)-desaturase DES1,Enzyme,,,,Chembl,enzyme
2346,T104518,BioChemical,Kinesin-like protein KIF7,Unclassified protein,,,,Chembl,unclassified
2347,T104519,BioChemical,Kinesin-like protein KIF20B,Unclassified protein,,,,Chembl,unclassified
2348,T104520,BioChemical,Kinesin-like protein KIF20A,Unclassified protein,,,,Chembl,unclassified
2349,T104521,BioChemical,Neutral ceramidase,Enzyme,,,,Chembl,enzyme
2350,T104526,BioChemical,IGF-like family receptor 1,Unclassified protein,,,,Chembl,unclassified
2351,T104528,BioChemical,Kinesin heavy chain isoform 5C,Unclassified protein,,,,Chembl,unclassified
2352,T104531,BioChemical,Rap guanine nucleotide exchange factor 3,Unclassified protein,,,,Chembl,unclassified
2353,T104532,BioChemical,Rap guanine nucleotide exchange factor 4,Unclassified protein,,,,Chembl,unclassified
2354,T104543,BioChemical,Regulator of G-protein signaling 8,Unclassified protein,,,,Chembl,unclassified
2355,T104544,BioChemical,Taste receptor type 2 member 31,Membrane receptor,Taste family G protein-coupled receptor,Taste receptor (taste family GPCR),,Chembl,membrane receptor  7tmtas2r  taste receptor
2356,T104547,BioChemical,DNA repair protein RAD51 homolog 1,Unclassified protein,,,,Chembl,unclassified
2357,T104550,BioChemical,C-type lectin domain family 7 member A,Unclassified protein,,,,Chembl,unclassified
2358,T104554,BioChemical,Lupus La protein,Unclassified protein,,,,Chembl,unclassified
2359,T104557,BioChemical,Probable ATP-dependent RNA helicase DHX36,Enzyme,,,,Chembl,enzyme
2360,T104558,BioChemical,Chondroitin sulfate N-acetylgalactosaminyltransferase 1,Enzyme,,,,Chembl,enzyme
2361,T104559,BioChemical,Multidrug resistance-associated protein 5,Transporter,Primary active transporter,ATP-binding cassette,ABCC subfamily,Chembl,transporter  ntpase  atp binding cassette  mrp
2362,T104560,BioChemical,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Enzyme,,,,Chembl,enzyme
2363,T104561,BioChemical,Kynurenine--oxoglutarate transaminase 3,Enzyme,,,,Chembl,enzyme
2364,T104568,BioChemical,Anoctamin-1,Ion channel,Other ion channel,Chloride channel,Calcium-activated chloride channel,Chembl,ion channel  other  chloride  ca act cl
2365,T104570,BioChemical,Eukaryotic initiation factor 4A-I,Enzyme,,,,Chembl,enzyme
2366,T104573,BioChemical,Peptidyl-prolyl cis-trans isomerase FKBP5,Enzyme,,,,Chembl,enzyme
2367,T104574,BioChemical,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",Enzyme,,,,Chembl,enzyme
2368,T104575,BioChemical,Protein-tyrosine phosphatase mitochondrial 1,Enzyme,,,,Chembl,enzyme
2369,T104576,BioChemical,"Solute carrier family 2, facilitated glucose transporter member 9",Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC02 family of hexose and sugar alcohol transporters,Chembl,transporter  electrochemical  slc  slc02
2370,T104580,BioChemical,Long-chain fatty acid transport protein 1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC27 family of fatty acid transporters,Chembl,transporter  electrochemical  slc  slc27
2371,T104582,BioChemical,Natural resistance-associated macrophage protein 1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC11 family of proton-coupled metal ion transporters,Chembl,transporter  electrochemical  slc  slc11
2372,T104583,BioChemical,Heat shock-related 70 kDa protein 2,Unclassified protein,,,,Chembl,unclassified
2373,T104584,BioChemical,RuvB-like 2,Enzyme,,,,Chembl,enzyme
2374,T104585,BioChemical,"ATP synthase subunit beta, mitochondrial",Enzyme,Hydrolase,,,Chembl,enzyme  hydrolase
2375,T104585,BioChemical,"ATP synthase subunit beta, mitochondrial",Transporter,Primary active transporter,F-type and V-type ATPases,F-type ATPase,Chembl,transporter  ntpase  f-type and v-type  f-type atpase
2376,T104586,BioChemical,"ATP synthase subunit alpha, mitochondrial",Enzyme,Hydrolase,,,Chembl,enzyme  hydrolase
2377,T104586,BioChemical,"ATP synthase subunit alpha, mitochondrial",Transporter,Primary active transporter,F-type and V-type ATPases,F-type ATPase,Chembl,transporter  ntpase  f-type and v-type  f-type atpase
2378,T104587,BioChemical,Eukaryotic translation initiation factor 3 subunit F,Enzyme,,,,Chembl,enzyme
2379,T104588,BioChemical,"Actin, cytoplasmic 1",Unclassified protein,,,,Chembl,unclassified
2380,T104589,BioChemical,Biotin--protein ligase,Enzyme,,,,Chembl,enzyme
2381,T104591,BioChemical,ADM,Unclassified protein,,,,Chembl,unclassified
2382,T104592,BioChemical,Max-like protein X,Unclassified protein,,,,Chembl,unclassified
2383,T104593,BioChemical,Kelch-like ECH-associated protein 1,Unclassified protein,,,,Chembl,unclassified
2384,T104596,BioChemical,Extracellular superoxide dismutase [Cu-Zn],Enzyme,,,,Chembl,enzyme
2385,T104598,BioChemical,Probable G-protein coupled receptor 142,Membrane receptor,Family A G protein-coupled receptor,,,Chembl,membrane receptor  7tm1
2386,T104600,BioChemical,Dual specificity testis-specific protein kinase 2,Enzyme,,,,Chembl,enzyme
2387,T104601,BioChemical,Lysine-specific demethylase 6A,Epigenetic regulator,Eraser,Lysine demethylase,Jumonji domain-containing,Chembl,epigenetic regulator  eraser  kdm  jumonji
2388,T104602,BioChemical,Multidrug resistance-associated protein 6,Transporter,Primary active transporter,ATP-binding cassette,ABCC subfamily,Chembl,transporter  ntpase  atp binding cassette  mrp
2389,T104604,BioChemical,Monocarboxylate transporter 4,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC16 family of monocarboxylate transporters,Chembl,transporter  electrochemical  slc  slc16
2390,T104609,BioChemical,Solute carrier family 22 member 4,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC22 family of organic cation and anion transporters,Chembl,transporter  electrochemical  slc  slc22
2391,T104610,BioChemical,Multidrug resistance associated protein,Unclassified protein,,,,Chembl,unclassified
2392,T104614,BioChemical,Solute carrier family 22 member 3,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC22 family of organic cation and anion transporters,Chembl,transporter  electrochemical  slc  slc22
2393,T104618,BioChemical,Solute carrier family 22 member 11,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC22 family of organic cation and anion transporters,Chembl,transporter  electrochemical  slc  slc22
2394,T104620,BioChemical,Solute carrier organic anion transporter family member 4A1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC21/SLCO family of organic anion transporting polypeptides,Chembl,transporter  electrochemical  slc  slc21
2395,T104626,BioChemical,Solute carrier organic anion transporter family member 3A1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC21/SLCO family of organic anion transporting polypeptides,Chembl,transporter  electrochemical  slc  slc21
2396,T104628,BioChemical,Multidrug resistance-associated protein 7,Transporter,Primary active transporter,ATP-binding cassette,ABCC subfamily,Chembl,transporter  ntpase  atp binding cassette  mrp
2397,T104631,BioChemical,Solute carrier organic anion transporter family member 4C1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC21/SLCO family of organic anion transporting polypeptides,Chembl,transporter  electrochemical  slc  slc21
2398,T104634,BioChemical,Solute carrier family 22 member 5,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC22 family of organic cation and anion transporters,Chembl,transporter  electrochemical  slc  slc22
2399,T104638,BioChemical,Solute carrier organic anion transporter family member 1C1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC21/SLCO family of organic anion transporting polypeptides,Chembl,transporter  electrochemical  slc  slc21
2400,T104643,BioChemical,ATP-binding cassette sub-family C member 11,Transporter,Primary active transporter,ATP-binding cassette,ABCC subfamily,Chembl,transporter  ntpase  atp binding cassette  mrp
2401,T104644,BioChemical,Solute carrier organic anion transporter family member 2A1,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC21/SLCO family of organic anion transporting polypeptides,Chembl,transporter  electrochemical  slc  slc21
2402,T104645,BioChemical,Monocarboxylate transporter 2,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC16 family of monocarboxylate transporters,Chembl,transporter  electrochemical  slc  slc16
2403,T104660,BioChemical,SLC16A10 protein,Unclassified protein,,,,Chembl,unclassified
2404,T104662,BioChemical,Solute carrier family 22 member 9,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC22 family of organic cation and anion transporters,Chembl,transporter  electrochemical  slc  slc22
2405,T104663,BioChemical,Solute carrier family 22 member 16,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC22 family of organic cation and anion transporters,Chembl,transporter  electrochemical  slc  slc22
2406,T104665,BioChemical,Organic solute transporter subunit alpha,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC51 family of steroid-derived molecule transporters,Chembl,transporter  electrochemical  slc  slc51
2407,T104666,BioChemical,GTPase NRas,Unclassified protein,,,,Chembl,unclassified
2408,T104667,BioChemical,Son of sevenless homolog 1,Unclassified protein,,,,Chembl,unclassified
2409,T104670,BioChemical,Serine protease hepsin,Enzyme,Protease,Serine protease,,Chembl,enzyme  protease  serine
2410,T104671,BioChemical,Protein prune homolog,Enzyme,,,,Chembl,enzyme
2411,T104673,BioChemical,Protein-glutamine gamma-glutamyltransferase 6,Enzyme,,,,Chembl,enzyme
2412,T105124,BioChemical,Small ubiquitin-related modifier 1,Unclassified protein,,,,Chembl,unclassified
2413,T105125,BioChemical,DNA repair and recombination protein RAD54-like,Enzyme,,,,Chembl,enzyme
2414,T105128,BioChemical,Glycosyltransferase-like protein LARGE1,Enzyme,,,,Chembl,enzyme
2415,T105129,BioChemical,Small ubiquitin-related modifier 2,Unclassified protein,,,,Chembl,unclassified
2416,T105130,BioChemical,"Glutaminase kidney isoform, mitochondrial",Enzyme,,,,Chembl,enzyme
2417,T105133,BioChemical,Glycoprotein hormones alpha chain,Unclassified protein,,,,Chembl,unclassified
2418,T105134,BioChemical,Rac GTPase-activating protein 1,Unclassified protein,,,,Chembl,unclassified
2419,T105136,BioChemical,Protein disulfide-isomerase A6,Enzyme,,,,Chembl,enzyme
2420,T105139,BioChemical,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Unclassified protein,,,,Chembl,unclassified
2421,T105140,BioChemical,Werner syndrome ATP-dependent helicase,Enzyme,,,,Chembl,enzyme
2422,T105169,BioChemical,PTPsigma-(Brain),Unclassified protein,,,,Chembl,unclassified
2423,T105170,BioChemical,Dual specificity protein phosphatase 4,Enzyme,,,,Chembl,enzyme
2424,T105173,BioChemical,Neurogenic locus notch homolog protein 1,Unclassified protein,,,,Chembl,unclassified
2425,T105174,BioChemical,Inward rectifier potassium channel 4,Ion channel,Voltage-gated ion channel,Potassium channels,Inwardly rectifying potassium channel,Chembl,ion channel  vgc  k  kir
2426,T105175,BioChemical,ATP-sensitive inward rectifier potassium channel 10,Ion channel,Voltage-gated ion channel,Potassium channels,Inwardly rectifying potassium channel,Chembl,ion channel  vgc  k  kir
2427,T105176,BioChemical,Inward rectifier potassium channel 13,Ion channel,Voltage-gated ion channel,Potassium channels,Inwardly rectifying potassium channel,Chembl,ion channel  vgc  k  kir
2428,T105182,BioChemical,Protein CIP2A,Unclassified protein,,,,Chembl,unclassified
2429,T105187,BioChemical,SRC kinase signaling inhibitor 1,Unclassified protein,,,,Chembl,unclassified
2430,T105188,BioChemical,ATPase family AAA domain-containing protein 2,Epigenetic regulator,Reader,Bromodomain,,Chembl,epigenetic regulator  reader  brd
2431,T105189,BioChemical,Succinate receptor 1,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Carboxylic acid receptor,Chembl,membrane receptor  7tm1  smallmol  carboxylic acid  succinate receptor
2432,T105191,BioChemical,2-oxoglutarate receptor 1,Unclassified protein,,,,Chembl,unclassified
2433,T105195,BioChemical,Methionine synthase,Enzyme,,,,Chembl,enzyme
2434,T105196,BioChemical,Ubiquitin carboxyl-terminal hydrolase 7,Enzyme,,,,Chembl,enzyme
2435,T105197,BioChemical,Ubiquitin carboxyl-terminal hydrolase 47,Enzyme,,,,Chembl,enzyme
2436,T105198,BioChemical,Ubiquitin carboxyl-terminal hydrolase 21,Enzyme,,,,Chembl,enzyme
2437,T105199,BioChemical,Ubiquitin carboxyl-terminal hydrolase 28,Enzyme,,,,Chembl,enzyme
2438,T105200,BioChemical,Ubiquitin carboxyl-terminal hydrolase 8,Enzyme,,,,Chembl,enzyme
2439,T105202,BioChemical,Fanconi anemia group F protein,Unclassified protein,,,,Chembl,unclassified
2440,T105203,BioChemical,Fanconi anemia group D2 protein,Unclassified protein,,,,Chembl,unclassified
2441,T105204,BioChemical,Dual specificity protein phosphatase 2,Enzyme,,,,Chembl,enzyme
2442,T105206,BioChemical,43 kDa receptor-associated protein of the synapse,Unclassified protein,,,,Chembl,unclassified
2443,T105207,BioChemical,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Enzyme,,,,Chembl,enzyme
2444,T105215,BioChemical,Gamma-butyrobetaine dioxygenase,Enzyme,,,,Chembl,enzyme
2445,T105216,BioChemical,Lysine-specific demethylase 5C,Epigenetic regulator,Eraser,Lysine demethylase,Jumonji domain-containing,Chembl,epigenetic regulator  eraser  kdm  jumonji
